sku,attribute_set_code,product_type,categories,product_websites,name,short_description,product_online,tax_class_name,visibility,price,url_key,meta_title,meta_keywords,new_from_date,new_to_date,is_in_stock,qty
1047360,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./6D Ultra Thin",base,"Futrola 6D Ultra Thin za Samsung A505F Galaxy A50 crvena (6)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1047360,"Futrola 6D Ultra Thin za Samsung A505F Galaxy A50 crvena (6)","Futrola,6D,Ultra,Thin,za,Samsung,A505F,Galaxy,A50,crvena,(6)",7/4/2019,8/4/2019,1,7
1047361,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./6D Ultra Thin",base,"Futrola 6D Ultra Thin za Samsung A505F Galaxy A50 ljubičasta (9)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1047361,"Futrola 6D Ultra Thin za Samsung A505F Galaxy A50 ljubičasta (9)","Futrola,6D,Ultra,Thin,za,Samsung,A505F,Galaxy,A50,ljubičasta,(9)",7/4/2019,8/4/2019,1,5
1047362,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./6D Ultra Thin",base,"Futrola 6D Ultra Thin za Samsung A705F Galaxy A70 crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1047362,"Futrola 6D Ultra Thin za Samsung A705F Galaxy A70 crna (3)","Futrola,6D,Ultra,Thin,za,Samsung,A705F,Galaxy,A70,crna,(3)",7/4/2019,8/4/2019,1,5
1047363,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./6D Ultra Thin",base,"Futrola 6D Ultra Thin za Xiaomi Note 7 crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1047363,"Futrola 6D Ultra Thin za Xiaomi Note 7 crna (3)","Futrola,6D,Ultra,Thin,za,Xiaomi,Note,7,crna,(3)",7/4/2019,8/4/2019,1,8
1047364,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Clear Case",base,"Futrola ""Clear case"" AAA za iPhone 7G/8G providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",7.90,1047364,"Futrola ""Clear case"" AAA za iPhone 7G/8G providna","Futrola,""Clear,case"",AAA,za,iPhone,7G/8G,providna",7/3/2019,8/3/2019,1,7
1047365,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Clear Case",base,"Futrola ""Clear case"" AAA za iPhone X/XS providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",7.90,1047365,"Futrola ""Clear case"" AAA za iPhone X/XS providna","Futrola,""Clear,case"",AAA,za,iPhone,X/XS,providna",7/3/2019,8/3/2019,1,8
1047366,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Clear Case",base,"Futrola ""Clear case"" AAA za iPhone XS Max providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",7.90,1047366,"Futrola ""Clear case"" AAA za iPhone XS Max providna","Futrola,""Clear,case"",AAA,za,iPhone,XS,Max,providna",7/3/2019,8/3/2019,1,11
1047367,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Clear Case",base,"Futrola ""Clear case"" AAA za Samsung G973F Galaxy S10 providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",7.90,1047367,"Futrola ""Clear case"" AAA za Samsung G973F Galaxy S10 providna","Futrola,""Clear,case"",AAA,za,Samsung,G973F,Galaxy,S10,providna",7/3/2019,8/3/2019,1,8
1047368,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Clear Case",base,"Futrola ""Clear case"" AAA za Huawei P30 lite providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",7.90,1047368,"Futrola ""Clear case"" AAA za Huawei P30 lite providna","Futrola,""Clear,case"",AAA,za,Huawei,P30,lite,providna",7/3/2019,8/3/2019,1,6
1047369,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Snake",base,"Futrola ""Snake"" za iPhone 7/8 crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1047369,"Futrola ""Snake"" za iPhone 7/8 crna (3)","Futrola,""Snake"",za,iPhone,7/8,crna,(3)",7/3/2019,8/3/2019,1,6
1047370,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Snake",base,"Futrola ""Snake"" za iPhone X/XS crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1047370,"Futrola ""Snake"" za iPhone X/XS crna (3)","Futrola,""Snake"",za,iPhone,X/XS,crna,(3)",7/3/2019,8/3/2019,1,14
1047371,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Snake",base,"Futrola ""Snake"" za Samsung A105F Galaxy A10 crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1047371,"Futrola ""Snake"" za Samsung A105F Galaxy A10 crna (3)","Futrola,""Snake"",za,Samsung,A105F,Galaxy,A10,crna,(3)",7/3/2019,8/3/2019,1,5
1047372,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Snake",base,"Futrola ""Snake"" za Samsung A305F Galaxy A30 crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1047372,"Futrola ""Snake"" za Samsung A305F Galaxy A30 crna (3)","Futrola,""Snake"",za,Samsung,A305F,Galaxy,A30,crna,(3)",7/3/2019,8/3/2019,1,14
1047373,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Snake",base,"Futrola ""Snake"" za Samsung A505F Galaxy A50 crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1047373,"Futrola ""Snake"" za Samsung A505F Galaxy A50 crna (3)","Futrola,""Snake"",za,Samsung,A505F,Galaxy,A50,crna,(3)",7/3/2019,8/3/2019,1,5
1047374,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Snake",base,"Futrola ""Snake"" za Samsung A405F Galaxy A40 crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1047374,"Futrola ""Snake"" za Samsung A405F Galaxy A40 crna (3)","Futrola,""Snake"",za,Samsung,A405F,Galaxy,A40,crna,(3)",7/3/2019,8/3/2019,1,3
1047375,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Snake",base,"Futrola ""Snake"" za Samsung A705F Galaxy A70 crna (3)","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1047375,"Futrola ""Snake"" za Samsung A705F Galaxy A70 crna (3)","Futrola,""Snake"",za,Samsung,A705F,Galaxy,A70,crna,(3)",7/3/2019,8/3/2019,1,4
1047377,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Samsung A105F Galaxy A10 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",11.90,1047377,"Futrola Teracell Leather za Samsung A105F Galaxy A10 crna","Futrola,Teracell,Leather,za,Samsung,A105F,Galaxy,A10,crna",7/3/2019,8/3/2019,1,31
1047378,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Samsung A105F Galaxy A10 crvena","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",11.90,1047378,"Futrola Teracell Leather za Samsung A105F Galaxy A10 crvena","Futrola,Teracell,Leather,za,Samsung,A105F,Galaxy,A10,crvena",7/3/2019,8/3/2019,1,12
1047379,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Samsung A305F Galaxy A30 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",11.90,1047379,"Futrola Teracell Leather za Samsung A305F Galaxy A30 crna","Futrola,Teracell,Leather,za,Samsung,A305F,Galaxy,A30,crna",7/3/2019,8/3/2019,1,17
1047380,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Samsung A305F Galaxy A30 crvena","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",11.90,1047380,"Futrola Teracell Leather za Samsung A305F Galaxy A30 crvena","Futrola,Teracell,Leather,za,Samsung,A305F,Galaxy,A30,crvena",7/3/2019,8/3/2019,1,13
1047381,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Xiaomi Redmi Note 7 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",11.90,1047381,"Futrola Teracell Leather za Xiaomi Redmi Note 7 crna","Futrola,Teracell,Leather,za,Xiaomi,Redmi,Note,7,crna",7/3/2019,8/3/2019,0,0
1047382,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Xiaomi Redmi Note 7 crvena","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",11.90,1047382,"Futrola Teracell Leather za Xiaomi Redmi Note 7 crvena","Futrola,Teracell,Leather,za,Xiaomi,Redmi,Note,7,crvena",7/3/2019,8/3/2019,1,2
1047383,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Xiaomi Redmi 7 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",11.90,1047383,"Futrola Teracell Leather za Xiaomi Redmi 7 crna","Futrola,Teracell,Leather,za,Xiaomi,Redmi,7,crna",7/3/2019,8/3/2019,1,2
1047384,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Xiaomi Redmi 7 crvena","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",11.90,1047384,"Futrola Teracell Leather za Xiaomi Redmi 7 crvena","Futrola,Teracell,Leather,za,Xiaomi,Redmi,7,crvena",7/3/2019,8/3/2019,1,4
1047385,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Samsung A705F Galaxy A70 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047385,"Futrola Teracell Leather za Samsung A705F Galaxy A70 crna","Futrola,Teracell,Leather,za,Samsung,A705F,Galaxy,A70,crna",8/12/2019,9/12/2019,1,73
1047386,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Leather",base,"Futrola Teracell Leather za Samsung A705F Galaxy A70 crvena","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047386,"Futrola Teracell Leather za Samsung A705F Galaxy A70 crvena","Futrola,Teracell,Leather,za,Samsung,A705F,Galaxy,A70,crvena",8/12/2019,9/12/2019,1,46
1047387,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Samsung A606F Galaxy A60 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047387,"Futrola Teracell Flip Cover za Samsung A606F Galaxy A60 crna","Futrola,Teracell,Flip,Cover,za,Samsung,A606F,Galaxy,A60,crna",8/12/2019,9/12/2019,1,110
1047388,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Samsung A606F Galaxy A60 zlatno roza","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047388,"Futrola Teracell Flip Cover za Samsung A606F Galaxy A60 zlatno roza","Futrola,Teracell,Flip,Cover,za,Samsung,A606F,Galaxy,A60,zlatno,roza",8/12/2019,9/12/2019,1,56
1047389,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Samsung A606F Galaxy 60 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047389,"Futrola Teracell Flip Cover za Samsung A606F Galaxy 60 siva","Futrola,Teracell,Flip,Cover,za,Samsung,A606F,Galaxy,60,siva",8/12/2019,9/12/2019,1,58
1047390,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Samsung A606F Galaxy A60 zlatna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047390,"Futrola Teracell Flip Cover za Samsung A606F Galaxy A60 zlatna","Futrola,Teracell,Flip,Cover,za,Samsung,A606F,Galaxy,A60,zlatna",8/12/2019,9/12/2019,1,63
1047391,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Samsung M305F Galaxy M30 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047391,"Futrola Teracell Flip Cover za Samsung M305F Galaxy M30 crna","Futrola,Teracell,Flip,Cover,za,Samsung,M305F,Galaxy,M30,crna",8/8/2019,9/8/2019,1,57
1047392,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Samsung M305F Galaxy M30 zlatno roza","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047392,"Futrola Teracell Flip Cover za Samsung M305F Galaxy M30 zlatno roza","Futrola,Teracell,Flip,Cover,za,Samsung,M305F,Galaxy,M30,zlatno,roza",8/8/2019,9/8/2019,1,29
1047393,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Samsung M305F Galaxy M30 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047393,"Futrola Teracell Flip Cover za Samsung M305F Galaxy M30 siva","Futrola,Teracell,Flip,Cover,za,Samsung,M305F,Galaxy,M30,siva",8/8/2019,9/8/2019,1,30
1047394,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Samsung M305F Galaxy M30 zlatna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047394,"Futrola Teracell Flip Cover za Samsung M305F Galaxy M30 zlatna","Futrola,Teracell,Flip,Cover,za,Samsung,M305F,Galaxy,M30,zlatna",8/8/2019,9/8/2019,1,30
1047395,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Xiaomi Redmi 7 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047395,"Futrola Teracell Flip Cover za Xiaomi Redmi 7 crna","Futrola,Teracell,Flip,Cover,za,Xiaomi,Redmi,7,crna",8/8/2019,9/8/2019,1,51
1047396,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Xiaomi Redmi 7 zlatno roza","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047396,"Futrola Teracell Flip Cover za Xiaomi Redmi 7 zlatno roza","Futrola,Teracell,Flip,Cover,za,Xiaomi,Redmi,7,zlatno,roza",8/8/2019,9/8/2019,1,23
1047397,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Xiaomi Redmi 7 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047397,"Futrola Teracell Flip Cover za Xiaomi Redmi 7 siva","Futrola,Teracell,Flip,Cover,za,Xiaomi,Redmi,7,siva",8/8/2019,9/8/2019,1,22
1047398,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Flip Cover",base,"Futrola Teracell Flip Cover za Xiaomi Redmi 7 zlatna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1047398,"Futrola Teracell Flip Cover za Xiaomi Redmi 7 zlatna","Futrola,Teracell,Flip,Cover,za,Xiaomi,Redmi,7,zlatna",8/8/2019,9/8/2019,1,35
1047406,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bluetooth slušalice",base,"Bluetooth Sport slušalice TF-300 - bijela","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",18.90,1047406,"Bluetooth Sport slušalice TF-300 - bijela","Bluetooth,Sport,slušalice,TF-300,-,bijela",7/4/2019,8/4/2019,1,9
1047407,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bluetooth slušalice",base,"Bluetooth Sport slušalice TF200 - bijela","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",18.90,1047407,"Bluetooth Sport slušalice TF200 - bijela","Bluetooth,Sport,slušalice,TF200,-,bijela",7/4/2019,8/4/2019,1,15
1047531,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bluetooth slušalice",base,"Futrola za ""AirPod"" slušalice - tip 1 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.50,1047531,"Futrola za ""AirPod"" slušalice - tip 1 crna","Futrola,za,""AirPod"",slušalice,-,tip,1,crna",7/11/2019,8/11/2019,1,6
1047532,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bluetooth slušalice",base,"Futrola za ""AirPod"" slušalice - tip 1 crvena","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.50,1047532,"Futrola za ""AirPod"" slušalice - tip 1 crvena","Futrola,za,""AirPod"",slušalice,-,tip,1,crvena",7/11/2019,8/11/2019,1,2
1047533,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bluetooth slušalice",base,"Futrola za ""AirPod"" slušalice - tip 1 svijetlo roza","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.50,1047533,"Futrola za ""AirPod"" slušalice - tip 1 svijetlo roza","Futrola,za,""AirPod"",slušalice,-,tip,1,svijetlo,roza",7/11/2019,8/11/2019,1,1
1047534,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bluetooth slušalice",base,"Futrola za ""AirPod"" slušalice - tip 2 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1047534,"Futrola za ""AirPod"" slušalice - tip 2 crna","Futrola,za,""AirPod"",slušalice,-,tip,2,crna",7/11/2019,8/11/2019,1,6
1047535,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bluetooth slušalice",base,"Futrola za ""AirPod"" slušalice - tip 2 crvena","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1047535,"Futrola za ""AirPod"" slušalice - tip 2 crvena","Futrola,za,""AirPod"",slušalice,-,tip,2,crvena",7/11/2019,8/11/2019,1,7
1047551,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bežični punjač",base,"Bežični punjač (Power bank) Golf G56 10000 mAh - bijela","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",22.90,1047551,"Bežični punjač (Power bank) Golf G56 10000 mAh - bijela","Bežični,punjač,(Power,bank),Golf,G56,10000,mAh,-,bijela",8/21/2019,9/21/2019,1,11
1047553,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bežični punjač",base,"Bežični wireless punjač (Power bank) Golf W4 10000 mAh - crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",44.90,1047553,"Bežični wireless punjač (Power bank) Golf W4 10000 mAh - crna","Bežični,wireless,punjač,(Power,bank),Golf,W4,10000,mAh,-,crna",8/21/2019,9/21/2019,1,11
1047556,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bežični punjač",base,"Bežični punjač (Power bank) Golf G61 5000 mAh - crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",16.90,1047556,"Bežični punjač (Power bank) Golf G61 5000 mAh - crna","Bežični,punjač,(Power,bank),Golf,G61,5000,mAh,-,crna",8/21/2019,9/21/2019,1,19
1047557,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bežični punjač",base,"Bežični punjač (Power bank) Golf G61 5000 mAh - bijela","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",16.90,1047557,"Bežični punjač (Power bank) Golf G61 5000 mAh - bijela","Bežični,punjač,(Power,bank),Golf,G61,5000,mAh,-,bijela",8/21/2019,9/21/2019,1,32
1047558,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bežični punjač",base,"Bežični punjač (Power bank) Golf G63  20000 mAh - crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",29.90,1047558,"Bežični punjač (Power bank) Golf G63  20000 mAh - crna","Bežični,punjač,(Power,bank),Golf,G63,20000,mAh,-,crna",8/21/2019,9/21/2019,1,9
1047559,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Bežični punjač",base,"Bežični punjač (Power bank) Golf G63  20000 mAh - bijela","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",29.90,1047559,"Bežični punjač (Power bank) Golf G63  20000 mAh - bijela","Bežični,punjač,(Power,bank),Golf,G63,20000,mAh,-,bijela",8/21/2019,9/21/2019,1,9
1047567,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Zaštite za ekran",base,"Zaštitno staklo Tempered glass za Samsung A260 Galaxy A2 Core","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1047567,"Zaštitno staklo Tempered glass za Samsung A260 Galaxy A2 Core","Zaštitno,staklo,Tempered,glass,za,Samsung,A260,Galaxy,A2,Core",7/16/2019,8/16/2019,1,109
1047568,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Zaštite za ekran",base,"Zaštitno staklo Tempered glass za Samsung A805 Galaxy A80","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1047568,"Zaštitno staklo Tempered glass za Samsung A805 Galaxy A80","Zaštitno,staklo,Tempered,glass,za,Samsung,A805,Galaxy,A80",7/16/2019,8/16/2019,1,149
